"","seqid","source","type","start","end","score","strand","phase","attributes","ID"
"6253","chr09","SGD","gene",57035,57964,NA,"-",NA,"ID=YIL145C;Name=YIL145C;gene=PAN6;Alias=PAN6;Ontology_term=GO:0004592,GO:0015940,GO:0005737,GO:0005634,GO:0016874;Note=Pantothenate%20synthase%2C%20also%20known%20as%20pantoate-beta-alanine%20ligase%2C%20required%20for%20pantothenic%20acid%20biosynthesis%2C%20deletion%20causes%20pantothenic%20acid%20auxotrophy%2C%20homologous%20to%20E.%20coli%20panC;dbxref=SGD:S000001407;orf_classification=Verified","YIL145C"
"6255","chr09","SGD","gene",58762,60838,NA,"+",NA,"ID=YIL144W;Name=YIL144W;gene=TID3;Alias=TID3,HEC1,NDC80;Ontology_term=GO:0005200,GO:0007020,GO:0007059,GO:0000778,GO:0000780,GO:0031262,GO:0000775,GO:0005634,GO:0007049,GO:0007067,GO:0051301;Note=Component%20of%20the%20evolutionarily%20conserved%20kinetochore-associated%20Ndc80%20complex%20(Ndc80p-Nuf2p-Spc24p-Spc25p)%3B%20conserved%20coiled-coil%20protein%20involved%20in%20chromosome%20segregation%2C%20spindle%20checkpoint%20activity%2C%20kinetochore%20assembly%20and%20clustering;dbxref=SGD:S000001406;orf_classification=Verified","YIL144W"
"6257","chr09","SGD","gene",61197,63728,NA,"-",NA,"ID=YIL143C;Name=YIL143C;gene=SSL2;Alias=SSL2,RAD25,LOM3;Ontology_term=GO:0003678,GO:0006367,GO:0007070,GO:0000717,GO:0000112,GO:0006289,GO:0005675,GO:0016251,GO:0006366,GO:0016973,GO:0000166,GO:0003676,GO:0003677,GO:0004003,GO:0004386,GO:0005524,GO:0005634,GO:0006281,GO:0006350,GO:0006355,GO:0006974,GO:0016787;Note=Component%20of%20the%20holoenzyme%20form%20of%20RNA%20polymerase%20transcription%20factor%20TFIIH%2C%20has%20DNA-dependent%20ATPase%2Fhelicase%20activity%20and%20is%20required%2C%20with%20Rad3p%2C%20for%20unwinding%20promoter%20DNA%3B%20involved%20in%20DNA%20repair%3B%20homolog%20of%20human%20ERCC3;dbxref=SGD:S000001405;orf_classification=Verified","YIL143C"
"6259","chr09","SGD","gene",63896,64227,NA,"-",NA,"ID=YIL142C-A;Name=YIL142C-A;Ontology_term=GO:0003674,GO:0005575,GO:0008150;Note=Dubious%20ORF%20unlikely%20to%20encode%20a%20functional%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000028796;orf_classification=Dubious","YIL142C-A"
"6261","chr09","SGD","gene",63989,65572,NA,"+",NA,"ID=YIL142W;Name=YIL142W;gene=CCT2;Alias=CCT2,TCP2,BIN3;Ontology_term=GO:0005737,GO:0005856,GO:0007010,GO:0006457,GO:0005832,GO:0051082,GO:0000166,GO:0005524,GO:0044267;Note=Subunit%20beta%20of%20the%20cytosolic%20chaperonin%20Cct%20ring%20complex%2C%20related%20to%20Tcp1p%2C%20required%20for%20the%20assembly%20of%20actin%20and%20tubulins%20in%20vivo;dbxref=SGD:S000001404;orf_classification=Verified","YIL142W"
"6263","chr09","SGD","gene",65737,66149,NA,"+",NA,"ID=YIL141W;Name=YIL141W;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20functional%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000001403;orf_classification=Dubious","YIL141W"
"6265","chr09","SGD","gene",66055,68559,NA,"+",NA,"ID=YIL140W;Name=YIL140W;gene=AXL2;Alias=AXL2,SRO4,BUD10;Ontology_term=GO:0005887,GO:0007120,GO:0005940,GO:0003674,GO:0000282,GO:0005935,GO:0005509,GO:0007156,GO:0016020,GO:0016021;Note=Integral%20plasma%20membrane%20protein%20required%20for%20axial%20budding%20in%20haploid%20cells%2C%20localizes%20to%20the%20incipient%20bud%20site%20and%20bud%20neck%3B%20glycosylated%20by%20Pmt4p%3B%20potential%20Cdc28p%20substrate;dbxref=SGD:S000001402;orf_classification=Verified","YIL140W"
"6267","chr09","SGD","gene",68699,69439,NA,"-",NA,"ID=YIL139C;Name=YIL139C;gene=REV7;Alias=REV7;Ontology_term=GO:0006280,GO:0006281,GO:0016035,GO:0003894,GO:0005739,GO:0006974;Note=Processivity%20subunit%20of%20DNA%20polymerase%20zeta%2C%20which%20is%20involved%20in%20DNA%20repair%20and%20translesion%20synthesis%3B%20required%20for%20mutagenesis%20induced%20by%20DNA%20damage;dbxref=SGD:S000001401;orf_classification=Verified","YIL139C"
"6269","chr09","SGD","gene",69946,70431,NA,"-",NA,"ID=YIL138C;Name=YIL138C;gene=TPM2;Alias=TPM2;Ontology_term=GO:0006887,GO:0007119,GO:0008154,GO:0003786,GO:0007015,GO:0007118,GO:0008298,GO:0000001,GO:0000011,GO:0016192,GO:0045011,GO:0030482,GO:0030010,GO:0000142,GO:0005856;Note=Minor%20isoform%20of%20tropomyosin%2C%20binds%20to%20and%20stabilizes%20actin%20cables%20and%20filaments%2C%20which%20direct%20polarized%20cell%20growth%20and%20the%20distribution%20of%20several%20organelles%3B%20appears%20to%20have%20distinct%20and%20also%20overlapping%20functions%20with%20Tpm1p;dbxref=SGD:S000001400;orf_classification=Verified","YIL138C"
"6271","chr09","SGD","gene",70669,73509,NA,"-",NA,"ID=YIL137C;Name=YIL137C;gene=TMA108;Alias=TMA108,RBF108;Ontology_term=GO:0005737,GO:0003674,GO:0008150,GO:0005840,GO:0004177,GO:0004179,GO:0006508,GO:0008233,GO:0008237,GO:0008270,GO:0016787,GO:0046872;Note=Protein%20that%20associates%20with%20ribosomes%3B%20putative%20metalloprotease;dbxref=SGD:S000001399;orf_classification=Verified","YIL137C"
"6273","chr09","SGD","gene",74342,75523,NA,"+",NA,"ID=YIL136W;Name=YIL136W;gene=OM45;Alias=OM45;Ontology_term=GO:0008150,GO:0003674,GO:0005741,GO:0031307,GO:0005739,GO:0016020,GO:0016021,GO:0019867;Note=Protein%20of%20unknown%20function%2C%20major%20constituent%20of%20the%20mitochondrial%20outer%20membrane%3B%20located%20on%20the%20outer%20(cytosolic)%20face%20of%20the%20outer%20membrane;dbxref=SGD:S000001398;orf_classification=Verified","YIL136W"
"6275","chr09","SGD","gene",75780,77104,NA,"-",NA,"ID=YIL135C;Name=YIL135C;gene=VHS2;Alias=VHS2;Ontology_term=GO:0003674,GO:0000082,GO:0005737,GO:0007049;Note=Cytoplasmic%20protein%20of%20unknown%20function%3B%20identified%20as%20a%20high-copy%20suppressor%20of%20the%20synthetic%20lethality%20of%20a%20sis2%20sit4%20double%20mutant%2C%20suggesting%20a%20role%20in%20G1%2FS%20phase%20progression%3B%20similar%20to%20Mlf3p;dbxref=SGD:S000001397;orf_classification=Verified","YIL135C"
"6277","chr09","SGD","gene",77251,77453,NA,"-",NA,"ID=YIL134C-A;Name=YIL134C-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0016020,GO:0016021;Note=Putative%20protein%20of%20unknown%20function%2C%20identified%20by%20fungal%20homology%20and%20RT-PCR;dbxref=SGD:S000028556;orf_classification=Uncharacterized","YIL134C-A"
"6281","chr09","SGD","gene",78133,79068,NA,"+",NA,"ID=YIL134W;Name=YIL134W;gene=FLX1;Alias=FLX1;Ontology_term=GO:0015230,GO:0015883,GO:0005739,GO:0005488,GO:0005743,GO:0006810,GO:0016020,GO:0016021;Note=Protein%20required%20for%20transport%20of%20flavin%20adenine%20dinucleotide%20(FAD)%2C%20a%20synthesis%20product%20of%20riboflavin%2C%20across%20the%20mitochondrial%20membrane;dbxref=SGD:S000001396;orf_classification=Verified","YIL134W"
"6283","chr09","SGD","gene",79266,80161,NA,"-",NA,"ID=YIL133C;Name=YIL133C;gene=RPL16A;Alias=RPL16A,RPL13;Ontology_term=GO:0003735,GO:0005842,GO:0006412,GO:0003723,GO:0005622,GO:0005840,GO:0015934,GO:0030529;Note=N-terminally%20acetylated%20protein%20component%20of%20the%20large%20(60S)%20ribosomal%20subunit%2C%20binds%20to%205.8%20S%20rRNA%3B%20has%20similarity%20to%20Rpl16Bp%2C%20E.%20coli%20L13%20and%20rat%20L13a%20ribosomal%20proteins%3B%20transcriptionally%20regulated%20by%20Rap1p;dbxref=SGD:S000001395;orf_classification=Verified","YIL133C"
"6287","chr09","SGD","gene",80602,81245,NA,"-",NA,"ID=YIL132C;Name=YIL132C;gene=CSM2;Alias=CSM2;Ontology_term=GO:0045132,GO:0003674,GO:0005737,GO:0005634,GO:0045021,GO:0006281,GO:0006974,GO:0007126;Note=Protein%20required%20for%20accurate%20chromosome%20segregation%20during%20meiosis;dbxref=SGD:S000001394;orf_classification=Verified","YIL132C"
"6289","chr09","SGD","gene",81519,82970,NA,"-",NA,"ID=YIL131C;Name=YIL131C;gene=FKH1;Alias=FKH1;Ontology_term=GO:0006368,GO:0007535,GO:0005634,GO:0007124,GO:0030466,GO:0045786,GO:0000117,GO:0003677,GO:0045787,GO:0003704,GO:0019237,GO:0006369,GO:0003700,GO:0006355,GO:0043565;Note=Forkhead%20family%20transcription%20factor%20with%20a%20minor%20role%20in%20the%20expression%20of%20G2%2FM%20phase%20genes%3B%20negatively%20regulates%20transcriptional%20elongation%3B%20positive%20role%20in%20chromatin%20silencing%20at%20HML%20and%20HMR%3B%20regulates%20donor%20preference%20during%20switching;dbxref=SGD:S000001393;orf_classification=Verified","YIL131C"
"6291","chr09","SGD","gene",83516,86373,NA,"+",NA,"ID=YIL130W;Name=YIL130W;gene=ASG1;Alias=ASG1;Ontology_term=GO:0008150,GO:0003674,GO:0005634,GO:0003677,GO:0003700,GO:0006350,GO:0006355,GO:0008270,GO:0046872;Note=Proposed%20transcriptional%20activator%2C%20member%20of%20the%20Gal4p%20family%20of%20zinc%20cluster%20proteins;dbxref=SGD:S000001392;orf_classification=Verified","YIL130W"
"6294","chr09","SGD","gene",86805,93938,NA,"-",NA,"ID=YIL129C;Name=YIL129C;gene=TAO3;Alias=TAO3,PAG1;Ontology_term=GO:0003674,GO:0000131,GO:0007114,GO:0000902,GO:0043332,GO:0005933,GO:0005739,GO:0000903;Note=Protein%20involved%20in%20cell%20morphogenesis%20and%20proliferation%2C%20associated%20with%20protein%20kinase%20Cbk1p%3B%20mutants%20activate%20OCH1%20transcription;dbxref=SGD:S000001391;orf_classification=Verified","YIL129C"
"6296","chr09","SGD","gene",94510,97605,NA,"+",NA,"ID=YIL128W;Name=YIL128W;gene=MET18;Alias=MET18,MMS19;Ontology_term=GO:0003702,GO:0006289,GO:0005654,GO:0006366,GO:0006555,GO:0000723,GO:0005634,GO:0006281,GO:0006974;Note=DNA%20repair%20and%20TFIIH%20regulator%2C%20required%20for%20both%20nucleotide%20excision%20repair%20(NER)%20and%20RNA%20polymerase%20II%20(RNAP%20II)%20transcription%3B%20involved%20in%20telomere%20maintenance;dbxref=SGD:S000001390;orf_classification=Verified","YIL128W"
"6298","chr09","SGD","gene",97725,98345,NA,"-",NA,"ID=YIL127C;Name=YIL127C;Ontology_term=GO:0003674,GO:0005730,GO:0042254;Note=Putative%20protein%20of%20unknown%20function%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20nucleolus;dbxref=SGD:S000001389;orf_classification=Uncharacterized","YIL127C"
"6300","chr09","SGD","gene",98689,102759,NA,"+",NA,"ID=YIL126W;Name=YIL126W;gene=STH1;Alias=STH1,NPS1;Ontology_term=GO:0007126,GO:0016887,GO:0006302,GO:0008094,GO:0043044,GO:0016586,GO:0031055,GO:0007059,GO:0007010,GO:0006368,GO:0004386,GO:0000086,GO:0045449,GO:0000166,GO:0003676,GO:0003677,GO:0005524,GO:0005634,GO:0006350,GO:0006355,GO:0007049,GO:0016568,GO:0016787;Note=ATPase%20component%20of%20the%20RSC%20chromatin%20remodeling%20complex%3B%20required%20for%20expression%20of%20early%20meiotic%20genes%3B%20essential%20helicase-related%20protein%20homologous%20to%20Snf2p;dbxref=SGD:S000001388;orf_classification=Verified","YIL126W"
"6302","chr09","SGD","gene",103370,106414,NA,"+",NA,"ID=YIL125W;Name=YIL125W;gene=KGD1;Alias=KGD1,OGD1;Ontology_term=GO:0005759,GO:0004591,GO:0006099,GO:0006103,GO:0042645,GO:0009353,GO:0005739,GO:0006096,GO:0008152,GO:0016491,GO:0016624,GO:0030976;Note=Component%20of%20the%20mitochondrial%20alpha-ketoglutarate%20dehydrogenase%20complex%2C%20which%20catalyzes%20a%20key%20step%20in%20the%20tricarboxylic%20acid%20(TCA)%20cycle%2C%20the%20oxidative%20decarboxylation%20of%20alpha-ketoglutarate%20to%20form%20succinyl-CoA;dbxref=SGD:S000001387;orf_classification=Verified","YIL125W"
"6304","chr09","SGD","gene",106878,107772,NA,"+",NA,"ID=YIL124W;Name=YIL124W;gene=AYR1;Alias=AYR1;Ontology_term=GO:0000140,GO:0005783,GO:0006654,GO:0005811,GO:0005739,GO:0005737,GO:0005741,GO:0008152,GO:0016491;Note=NADPH-dependent%201-acyl%20dihydroxyacetone%20phosphate%20reductase%20found%20in%20lipid%20particles%2C%20ER%2C%20and%20mitochondrial%20outer%20membrane%3B%20involved%20in%20phosphatidic%20acid%20biosynthesis%3B%20required%20for%20spore%20germination%3B%20capable%20of%20metabolizing%20steroid%20hormones;dbxref=SGD:S000001386;orf_classification=Verified","YIL124W"
"6306","chr09","SGD","gene",108338,110224,NA,"+",NA,"ID=YIL123W;Name=YIL123W;gene=SIM1;Alias=SIM1;Ontology_term=GO:0000226,GO:0003674,GO:0009277;Note=Protein%20of%20the%20SUN%20family%20(Sim1p%2C%20Uth1p%2C%20Nca3p%2C%20Sun4p)%20that%20may%20participate%20in%20DNA%20replication%2C%20promoter%20contains%20SCB%20regulation%20box%20at%20-300%20bp%20indicating%20that%20expression%20may%20be%20cell%20cycle-regulated;dbxref=SGD:S000001385;orf_classification=Verified","YIL123W"
"6309","chr09","SGD","gene",111250,112305,NA,"+",NA,"ID=YIL122W;Name=YIL122W;gene=POG1;Alias=POG1;Ontology_term=GO:0005634,GO:0000321,GO:0003704,GO:0000083;Note=Putative%20transcriptional%20activator%20that%20promotes%20recovery%20from%20pheromone%20induced%20arrest%3B%20inhibits%20both%20alpha-factor%20induced%20G1%20arrest%20and%20repression%20of%20CLN1%20and%20CLN2%20via%20SCB%2FMCB%20promoter%20elements%3B%20potential%20Cdc28p%20substrate%3B%20SBF%20regulated;dbxref=SGD:S000001384;orf_classification=Verified","YIL122W"
"6311","chr09","SGD","gene",112883,114511,NA,"+",NA,"ID=YIL121W;Name=YIL121W;gene=QDR2;Alias=QDR2;Ontology_term=GO:0005887,GO:0015559,GO:0006855,GO:0010107,GO:0005215,GO:0006810,GO:0016020,GO:0016021;Note=Multidrug%20transporter%20of%20the%20major%20facilitator%20superfamily%2C%20required%20for%20resistance%20to%20quinidine%2C%20barban%2C%20cisplatin%2C%20and%20bleomycin%3B%20may%20have%20a%20role%20in%20potassium%20uptake;dbxref=SGD:S000001383;orf_classification=Verified","YIL121W"
"6313","chr09","SGD","gene",115056,116747,NA,"+",NA,"ID=YIL120W;Name=YIL120W;gene=QDR1;Alias=QDR1;Ontology_term=GO:0006855,GO:0015239,GO:0005886,GO:0005887,GO:0015559,GO:0005215,GO:0006810,GO:0016020,GO:0016021;Note=Multidrug%20transporter%20of%20the%20major%20facilitator%20superfamily%2C%20required%20for%20resistance%20to%20quinidine%2C%20ketoconazole%2C%20fluconazole%2C%20and%20barban;dbxref=SGD:S000001382;orf_classification=Verified","YIL120W"
"6316","chr09","SGD","gene",117289,118528,NA,"-",NA,"ID=YIL119C;Name=YIL119C;gene=RPI1;Alias=RPI1;Ontology_term=GO:0005083,GO:0007265,GO:0009228,GO:0005634,GO:0003677;Note=Putative%20transcriptional%20regulator%3B%20overexpression%20suppresses%20the%20heat%20shock%20sensitivity%20of%20wild-type%20RAS2%20overexpression%20and%20also%20suppresses%20the%20cell%20lysis%20defect%20of%20an%20mpk1%20mutation;dbxref=SGD:S000001381;orf_classification=Verified","YIL119C"
"6318","chr09","SGD","gene",120401,121096,NA,"+",NA,"ID=YIL118W;Name=YIL118W;gene=RHO3;Alias=RHO3;Ontology_term=GO:0004871,GO:0006887,GO:0007264,GO:0005622,GO:0007015,GO:0003924,GO:0030010,GO:0000166,GO:0005525,GO:0016020;Note=Non-essential%20small%20GTPase%20of%20the%20Rho%2FRac%20subfamily%20of%20Ras-like%20proteins%20involved%20in%20the%20establishment%20of%20cell%20polarity%3B%20GTPase%20activity%20positively%20regulated%20by%20the%20GTPase%20activating%20protein%20(GAP)%20Rgd1p;dbxref=SGD:S000001380;orf_classification=Verified","YIL118W"
"6320","chr09","SGD","gene",121267,122226,NA,"-",NA,"ID=YIL117C;Name=YIL117C;gene=PRM5;Alias=PRM5;Ontology_term=GO:0003674,GO:0016021,GO:0000747,GO:0019236,GO:0016020;Note=Pheromone-regulated%20protein%2C%20predicted%20to%20have%201%20transmembrane%20segment%3B%20induced%20during%20cell%20integrity%20signaling;dbxref=SGD:S000001379;orf_classification=Verified","YIL117C"
"6323","chr09","SGD","gene",123575,124732,NA,"+",NA,"ID=YIL116W;Name=YIL116W;gene=HIS5;Alias=HIS5;Ontology_term=GO:0000105,GO:0004400,GO:0005622,GO:0003824,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0016740,GO:0016769,GO:0030170;Note=Histidinol-phosphate%20aminotransferase%2C%20catalyzes%20the%20seventh%20step%20in%20histidine%20biosynthesis%3B%20responsive%20to%20general%20control%20of%20amino%20acid%20biosynthesis%3B%20mutations%20cause%20histidine%20auxotrophy%20and%20sensitivity%20to%20Cu%2C%20Co%2C%20and%20Ni%20salts;dbxref=SGD:S000001378;orf_classification=Verified","YIL116W"
"6325","chr09","SGD","gene",124906,125278,NA,"+",NA,"ID=YIL115W-A;Name=YIL115W-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20overlaps%20the%20verified%20gene%20NUP159%2FYIL115C;dbxref=SGD:S000028795;orf_classification=Dubious","YIL115W-A"
"6327","chr09","SGD","gene",124966,129977,NA,"-",NA,"ID=YIL115C;Name=YIL115C;gene=NUP159;Alias=NUP159,RAT7,NUP158;Ontology_term=GO:0005198,GO:0006406,GO:0006999,GO:0000054,GO:0006407,GO:0005643,GO:0005634,GO:0006605,GO:0006810,GO:0015031,GO:0051028;Note=Nucleoporin%2C%20subunit%20of%20the%20nuclear%20pore%20complex%20that%20is%20found%20exclusively%20on%20the%20cytoplasmic%20side%2C%20forms%20a%20subcomplex%20with%20Nup82p%20and%20Nsp1p%2C%20required%20for%20mRNA%20export;dbxref=SGD:S000001377;orf_classification=Verified","YIL115C"
"6329","chr09","SGD","gene",130414,131259,NA,"-",NA,"ID=YIL114C;Name=YIL114C;gene=POR2;Alias=POR2,YVDAC2;Ontology_term=GO:0005739,GO:0008308,GO:0006811,GO:0005741,GO:0006810,GO:0006820,GO:0015288,GO:0016020,GO:0016021,GO:0019867;Note=Putative%20mitochondrial%20porin%20(voltage-dependent%20anion%20channel)%2C%20related%20to%20Por1p%20but%20not%20required%20for%20mitochondrial%20membrane%20permeability%20or%20mitochondrial%20osmotic%20stability;dbxref=SGD:S000001376;orf_classification=Verified","YIL114C"
"6331","chr09","SGD","gene",131834,132463,NA,"+",NA,"ID=YIL113W;Name=YIL113W;gene=SDP1;Alias=SDP1;Ontology_term=GO:0033550,GO:0005634,GO:0005737,GO:0000196,GO:0004721,GO:0004725,GO:0006470,GO:0008138,GO:0016311,GO:0016787,GO:0016791;Note=Stress-inducible%20dual-specificity%20MAP%20kinase%20phosphatase%2C%20negatively%20regulates%20Slt2p%20MAP%20kinase%20by%20direct%20dephosphorylation%2C%20diffuse%20localization%20under%20normal%20conditions%20shifts%20to%20punctate%20localization%20after%20heat%20shock;dbxref=SGD:S000001375;orf_classification=Verified","YIL113W"
"6333","chr09","SGD","gene",132868,136122,NA,"+",NA,"ID=YIL112W;Name=YIL112W;gene=HOS4;Alias=HOS4;Ontology_term=GO:0045835,GO:0016575,GO:0017136,GO:0045129,GO:0000118;Note=Subunit%20of%20the%20Set3%20complex%2C%20which%20is%20a%20meiotic-specific%20repressor%20of%20sporulation%20specific%20genes%20that%20contains%20deacetylase%20activity%3B%20potential%20Cdc28p%20substrate;dbxref=SGD:S000001374;orf_classification=Verified","YIL112W"
"6335","chr09","SGD","gene",136475,137019,NA,"+",NA,"ID=YIL111W;Name=YIL111W;gene=COX5B;Alias=COX5B;Ontology_term=GO:0005751,GO:0006123,GO:0004129,GO:0005739,GO:0006118,GO:0016020,GO:0016491;Note=Subunit%20Vb%20of%20cytochrome%20c%20oxidase%2C%20which%20is%20the%20terminal%20member%20of%20the%20mitochondrial%20inner%20membrane%20electron%20transport%20chain%3B%20predominantly%20expressed%20during%20anaerobic%20growth%20while%20its%20isoform%20Va%20(Cox5Ap)%20is%20expressed%20during%20aerobic%20growth;dbxref=SGD:S000001373;orf_classification=Verified","YIL111W"
"6339","chr09","SGD","gene",137283,138416,NA,"+",NA,"ID=YIL110W;Name=YIL110W;gene=MNI1;Alias=MNI1;Ontology_term=GO:0005737,GO:0005634,GO:0008757,GO:0042493;Note=Putative%20S-adenosylmethionine-dependent%20methyltransferase%20of%20the%20seven%20beta-strand%20family%3B%20deletion%20mutant%20exhibits%20a%20weak%20vacuolar%20protein%20sorting%20defect%2C%20enhanced%20resistance%20to%20caspofungin%2C%20and%20is%20synthetically%20lethal%20with%20MEN%20mutants;dbxref=SGD:S000001372;orf_classification=Uncharacterized","YIL110W"
"6341","chr09","SGD","gene",138627,141407,NA,"-",NA,"ID=YIL109C;Name=YIL109C;gene=SEC24;Alias=SEC24,ANU1;Ontology_term=GO:0030127,GO:0006888,GO:0006914,GO:0005515,GO:0005783,GO:0006810,GO:0006886,GO:0008270,GO:0015031,GO:0046872;Note=Component%20of%20the%20Sec23p-Sec24p%20heterodimeric%20complex%20of%20the%20COPII%20vesicle%20coat%3B%20involved%20in%20ER%20to%20Golgi%20transport%2C%20cargo%20selection%20and%20autophagy%3B%20required%20for%20the%20binding%20of%20the%20Sec13%20complex%20to%20ER%20membranes%3B%20homologous%20to%20Lst1p%20and%20Lss1p;dbxref=SGD:S000001371;orf_classification=Verified","YIL109C"
"6343","chr09","SGD","gene",142126,144216,NA,"+",NA,"ID=YIL108W;Name=YIL108W;Ontology_term=GO:0005737,GO:0008150,GO:0003674,GO:0006508,GO:0008233,GO:0008237,GO:0008270,GO:0016787,GO:0046872;Note=Putative%20metalloprotease;dbxref=SGD:S000001370;orf_classification=Uncharacterized","YIL108W"
"6345","chr09","SGD","gene",144554,147037,NA,"-",NA,"ID=YIL107C;Name=YIL107C;gene=PFK26;Alias=PFK26;Ontology_term=GO:0003873,GO:0006003,GO:0006110,GO:0005737,GO:0000166,GO:0003824,GO:0005524,GO:0016301,GO:0016740;Note=6-phosphofructo-2-kinase%2C%20inhibited%20by%20phosphoenolpyruvate%20and%20sn-glycerol%203-phosphate%2C%20has%20negligible%20fructose-2%2C6-bisphosphatase%20activity%2C%20transcriptional%20regulation%20involves%20protein%20kinase%20A;dbxref=SGD:S000001369;orf_classification=Verified","YIL107C"
